
#DIFFERENT FOR ALL LISTING TYPES
"NEW_PRODUCT_WHERE_TO_BUY_OPTION_HAS_BEEN_ADDED_SUCCESSFULLY";"New 'Where to Buy' option has been added successfully."
"EDIT_PRODUCT_WHERE_TO_BUY_OPTION_HAS_BEEN_EDITED_SUCCESSFULLY";"'Where to Buy' option has been edited successfully."
"DELETE_PRODUCT_WHERE_TO_BUY_OPTION_HAS_BEEN_DELETED_SUCCESSFULLY";"'Where to Buy' option has been deleted successfully."
"Oops! Something went wrong and you can not add this Product to your wishlist. Please try again after sometime.";"Oops! Something went wrong and you can not add this Listing to your wishlist. Please try again after sometime."
"Showing products tagged with: ";"Showing listings tagged with: "
"No product have been posted yet.";"No listing have been posted yet."
"If this product is published, it cannot be switched back to draft mode.";"If this listing is published, it cannot be switched back to draft mode."

"You are already subscribed to this member's products.";"You are already subscribed to this member's listings."
"Would you like to subscribe to this member's products?";"Would you like to subscribe to this member's listings?"
"You are now subscribed to this member's products.";"You are now subscribed to this member's listings."
"You are already not subscribed to this member's products.";"You are already not subscribed to this member's listings."
"Would you like to unsubscribe from this member's products?";"Would you like to unsubscribe from this member's listings?"
"You are no longer subscribed to this member's products.";"You are no longer subscribed to this member's listings."
"{item:$subject} added a new event in the product listing {item:$object}:";"{item:$subject} added a new event in the product listing {item:$object}:"
"Who may post discussion topics for this product?";"Who may post discussion topics for this listing?"
"Who may create event for this product?";"Who may create event for this listing?"
"ADMIN_ACTIVITY_TYPE_SITEREVIEW_EVENT_NEW_LISTTYPE_1";"Multiple Listing Types - When someone creates a new event in product listing."
"_ACTIVITY_ACTIONTYPE_SITEREVIEW_EVENT_NEW_LISTTYPE_1";"Create event in product listing"

#CLAIM FUNCTIONALITY WORK
"Products I Have Claimed";"Products I Have Claimed"
"There are no products to be claimed yet.";"There are no listings to be claimed yet."
"About You and Your product: ";"About You and Your listing: "
"You have not claimed for any products yet.";"You have not claimed for any listings yet."
"Create a Product";"Create a Listing"

#PACKAGE WORK
"Create a product using these quick, easy steps and get going.";"Create a listing using these quick, easy steps and get going."
"1. Choose a product Package";"1. Choose a listing Package"
"Select a package that best matches your requirements. Packages differ in terms of features available to products created under them. You can change your package anytime later.";"Select a package that best matches your requirements. Packages differ in terms of features available to listings created under them. You can change your package anytime later."
"Are you sure you want to change package for this Product? Once you change package, all the settings of this product will be applied according to the new package, including features available, price, etc.";"Are you sure you want to change package for this Listing? Once you change package, all the settings of this listing will be applied according to the new package, including features available, price, etc."
"If you want to change the package for your product, please select one package from the following list of available packages.";"If you want to change the package for your listing, please select one package from the following list of available packages."
"Note: Once you change package for your product, all the settings of the product will be applied according to the new package, including apps available, features available, price, etc.";"Note: Once you change package for your listing, all the settings of the listing will be applied according to the new package, including apps available, features available, price, etc."
"Thank you for submitting your payment. Your payment is currently pending - your product will be activated when we are notified that the payment has completed successfully. Please return to our login product when you receive an email notifying you that the payment has completed.";"Thank you for submitting your payment. Your payment is currently pending - your listing will be activated when we are notified that the payment has completed successfully. Please return to our login listing when you receive an email notifying you that the payment has completed."
"You have already applied for this product.";"You have already applied for this listing."
"Back to Dashboard product";"Back to Dashboard listing"
"Back to My products";"Back to My listings"
"Thank you! Your payment for your product has been completed successfully.";"Thank you! Your payment for your listing has been completed successfully."
"Continue to Dashboard product";"Continue to Dashboard listing"
"Continue to My products";"Continue to My listings"
"Back to Dashboard product";"Back to Dashboard listing"
"Back to My products";"Back to My listings"
"Your product is pending payment. You will receive an email when the
  payment completes.";"Your listing is pending payment. You will receive an email when the
  payment completes."
"You have created a product that requires payment. You will be taken to a secure checkout area where you can pay for your product.";"You have created a listing that requires payment. You will be taken to a secure checkout area where you can pay for your listing."
"Order your Product";"Order your Listing"
"Your Product requires payment:";"Your Listing requires payment:"
"There are currently no paid packages available of the site. Please upgrade your package.";"There are currently no paid packages available of the site. Please upgrade your package."
" to renew product.";" to renew listing."
"The package for your Product requires payment. You have not fulfilled the payment for this Product.";"The package for your Listing requires payment. You have not fulfilled the payment for this Listing."
"Your package for this Product has expired and needs to be renewed.";"Your package for this Listing has expired and needs to be renewed."
"Your package for this Product is about to expire and needs to be renewed.";"Your package for this Listing is about to expire and needs to be renewed."
"Post New Product";"Post New Listing"
"Create a product using these quick, easy steps and get going.";"Create a listing using these quick, easy steps and get going."
"2. Configure your product based on the package you have chosen.";"2. Configure your listing based on the package you have chosen."
"Below, you can file a claim for a product on this community that you believe should be owned by you. Your request will be sent to the administration.";"Below, you can file a claim for a listing on this community that you believe should be owned by you. Your request will be sent to the administration."
"Product Name";"Listing Name"
"Start typing the name of the product";"Start typing the name of the listing"
"About You and the Product";"About You and the Listing"
"Renew Product";"Renew Listing"

#PACKAGE WORK MAIL
"_EMAIL_SITEREVIEW_PRODUCT_CANCELLED_TITLE";"Product Listing Cancelled"
"_EMAIL_SITEREVIEW_PRODUCT_CANCELLED_DESCRIPTION";"This is the email that gets sent to a member when their product listing is cancelled."
"_EMAIL_SITEREVIEW_PRODUCT_CANCELLED_SUBJECT";"Your product listing: [list_title] has been cancelled."
"_EMAIL_SITEREVIEW_PRODUCT_CANCELLED_BODY";"[header]

Your product listing: [list_title_with_link] has been cancelled.

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

If your product listing required to be renewed, then you may do so from its dashboard.

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_EXPIRED_TITLE";"Product Listing Expired: (for free packages)"
"_EMAIL_SITEREVIEW_PRODUCT_EXPIRED_DESCRIPTION";"This is the email that gets sent to a member when their product listing belonging to a free package expires."
"_EMAIL_SITEREVIEW_PRODUCT_EXPIRED_SUBJECT";"Your product Listing: [list_title] has expired."
"_EMAIL_SITEREVIEW_PRODUCT_EXPIRED_BODY";"[header]


Your product listing: [list_title_with_link] has expired. It has reached the limit of its package.


To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]


[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_RENEW_TITLE";"Listing Expired: (for paid packages)"
"_EMAIL_SITEREVIEW_PRODUCT_RENEW_DESCRIPTION";"This is the email that gets sent to a member when their listing belonging to a paid package expires."
"_EMAIL_SITEREVIEW_PRODUCT_RENEW_SUBJECT";"Your product Listing: [list_title] has expired and needs to be renewed."
"_EMAIL_SITEREVIEW_PRODUCT_RENEW_BODY";"[header]

Your product listing: [list_title_with_link] has expired. It has reached the limit of its package. You may renew this listing from its dashboard.

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_OVERDUE_TITLE";"Product Listing Overdue"
"_EMAIL_SITEREVIEW_PRODUCT_OVERDUE_DESCRIPTION";"This is the email that gets sent to a member when their product listing is overdue."
"_EMAIL_SITEREVIEW_PRODUCT_OVERDUE_SUBJECT";"Your product listing: [list_title] is overdue."
"_EMAIL_SITEREVIEW_PRODUCT_OVERDUE_BODY";"[header]

Your product listing: [list_title_with_link] is overdue because of a failed or missed payment.

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

To renew your product listing, you may do so from its dashboard.

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_PENDING_TITLE";"Product Listing Activation Pending"
"_EMAIL_SITEREVIEW_PRODUCT_PENDING_DESCRIPTION";"This is the email that gets sent to a member when their product listing activation is pending."
"_EMAIL_SITEREVIEW_PRODUCT_PENDING_SUBJECT";"Your product listing activation is pending."
"_EMAIL_SITEREVIEW_PRODUCT_PENDING_BODY";"[header]

Thank you for creating your product listing on our social network! Your listing activation is pending, awaiting completion of the transaction. Your listing will be activated soon; we will notify you by email when it is ready.
Thank you for your patience.

[list_title]
[list_description]

[footer]"

"_EMAIL_SITEREVIEW_PRODUCT_ACTIVE_TITLE";"Product Listing Activated"
"_EMAIL_SITEREVIEW_PRODUCT_ACTIVE_DESCRIPTION";"This is the email that gets sent to a member when their product listing is activated."
"_EMAIL_SITEREVIEW_PRODUCT_ACTIVE_SUBJECT";"Your product listing: [list_title] is now active."
"_EMAIL_SITEREVIEW_PRODUCT_ACTIVE_BODY";"[header]

Thank you for creating your product listing on [site_title]! Your listing is now active.

[list_title]
[list_description]

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

[footer]"

"_EMAIL_SITEREVIEW_PRODUCT_RECURRENCE_TITLE";"Product Listing Payment Recurrence"
"_EMAIL_SITEREVIEW_PRODUCT_RECURRENCE_DESCRIPTION";"This is the email that gets sent to a member when they are billed for a recurring payment."
"_EMAIL_SITEREVIEW_PRODUCT_RECURRENCE_SUBJECT";"Your payment for your product listing has been billed."
"_EMAIL_SITEREVIEW_PRODUCT_RECURRENCE_BODY";"[header]

Your payment for your product listing has been billed. You should receive an email from the
payment gateway regarding this charge. Thank you for subscribing to our social
network.

[list_title]
[list_description]

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_REFUNDED_TITLE";"Product Listing Payment Refunded"
"_EMAIL_SITEREVIEW_PRODUCT_REFUNDED_DESCRIPTION";"This is the email that gets sent to a member when their product listing payment is refunded."
"_EMAIL_SITEREVIEW_PRODUCT_REFUNDED_SUBJECT";"Your payment for your product listing has been refunded."
"_EMAIL_SITEREVIEW_PRODUCT_REFUNDED_BODY";"[header]

Your payment for your product listing has been refunded.

[list_title]
[list_description]

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_APPROVED_TITLE";"Listing Approved"
"_EMAIL_SITEREVIEW_PRODUCT_APPROVED_DESCRIPTION";"This is the email that gets sent to a member when their product listing is approved."
"_EMAIL_SITEREVIEW_PRODUCT_APPROVED_SUBJECT";"Your product listing: [list_title] has been approved."
"_EMAIL_SITEREVIEW_PRODUCT_APPROVED_BODY";"[header]

Thank you for creating your product listing on our social network! Your listing has now been approved.

[list_title]
[list_description]

To visit this listing, click on the link below, or copy-paste it in your browser:
[object_link]

[footer]"
"_EMAIL_SITEREVIEW_PRODUCT_DISAPPROVED_TITLE";"Listing Disapproved"
"_EMAIL_SITEREVIEW_PRODUCT_DISAPPROVED_DESCRIPTION";"This is the email that gets sent to a member when their listing is disapproved."
"_EMAIL_SITEREVIEW_PRODUCT_DISAPPROVED_SUBJECT";"Your product listing: [list_title] has been disapproved."
"_EMAIL_SITEREVIEW_PRODUCT_DISAPPROVED_BODY";"[header]

Your listing has been disapproved.

[list_title]
[list_description]

To visit this product listing, click on the link below, or copy-paste it in your browser:
[object_link]

[footer]"
